,Variable,Importance,Participant,Time
KTGF130,Motion,0.00388671,KTGF130,LIWC
KTGF136,Motion,0,KTGF136,LIWC
KTGF142,Motion,0.002548086,KTGF142,LIWC
KTGF143,Motion,5.90E-06,KTGF143,LIWC
KTGF147,Motion,0.000472126,KTGF147,LIWC
KTGF148,Motion,0.001773816,KTGF148,LIWC
KTGF153,Motion,0.007860286,KTGF153,LIWC
KTGF156,Motion,0.000147146,KTGF156,LIWC
KTGF158,Motion,0.003236934,KTGF158,LIWC
KTGF527,Motion,7.17E-05,KTGF527,LIWC
KTGF528,Motion,0.000705449,KTGF528,LIWC
KTGF533,Motion,0.00093851,KTGF533,LIWC
KTGF540,Motion,0.000132079,KTGF540,LIWC
KTGF544,Motion,0.000327693,KTGF544,LIWC
KTGF545,Motion,2.59E-05,KTGF545,LIWC
KTGF549,Motion,0,KTGF549,LIWC
KTGF553,Motion,0.000149487,KTGF553,LIWC
KTGF556,Motion,8.02E-05,KTGF556,LIWC
KTGF557,Motion,0.004082777,KTGF557,LIWC
KTGF561,Motion,0.000940186,KTGF561,LIWC
KTGF565,Motion,0.007048856,KTGF565,LIWC
KTGF570,Motion,0.027206801,KTGF570,LIWC
KTGF572,Motion,0.024073234,KTGF572,LIWC
K23101,NA GPT,0.000473777,K23101,GPT
K23104,NA GPT,4.12E-05,K23104,GPT
K23106,NA GPT,0,K23106,GPT
K23107,NA GPT,3.79E-05,K23107,GPT
K23109,NA GPT,0.000464158,K23109,GPT
K23114,NA GPT,5.38E-05,K23114,GPT
K23115,NA GPT,0,K23115,GPT
K23117,NA GPT,0.001874476,K23117,GPT
K23120,NA GPT,0.000148816,K23120,GPT
K23121,NA GPT,0.000846417,K23121,GPT
K23122,NA GPT,0.000223672,K23122,GPT
K23125,NA GPT,0.000609808,K23125,GPT
K23126,NA GPT,0.00140419,K23126,GPT
K23128,NA GPT,0.000924257,K23128,GPT
K23129,NA GPT,0.001298392,K23129,GPT
K23130,NA GPT,0,K23130,GPT
K23131,NA GPT,3.48E-05,K23131,GPT
K23133,NA GPT,0,K23133,GPT
K23134,NA GPT,0.000189175,K23134,GPT
K23136,NA GPT,0.000162363,K23136,GPT
K23142,NA GPT,0.001022544,K23142,GPT
K23143,NA GPT,0,K23143,GPT
K23144,NA GPT,8.64E-05,K23144,GPT
K23145,NA GPT,0,K23145,GPT
K23147,NA GPT,0,K23147,GPT
K23148,NA GPT,0.000148624,K23148,GPT
K23150,NA GPT,0.00045482,K23150,GPT
K23153,NA GPT,1.06E-05,K23153,GPT
K23156,NA GPT,7.76E-06,K23156,GPT
K23502,NA GPT,0,K23502,GPT
K23503,NA GPT,0.000320724,K23503,GPT
K23507,NA GPT,0,K23507,GPT
K23508,NA GPT,0,K23508,GPT
K23509,NA GPT,0.000371873,K23509,GPT
K23510,NA GPT,0,K23510,GPT
K23517,NA GPT,3.30E-06,K23517,GPT
K23521,NA GPT,0.000765714,K23521,GPT
K23526,NA GPT,0.000837729,K23526,GPT
K23529,NA GPT,1.07E-06,K23529,GPT
K23531,NA GPT,0.001048124,K23531,GPT
K23532,NA GPT,0.00037238,K23532,GPT
K23533,NA GPT,0.000379702,K23533,GPT
K23536,NA GPT,0.000287378,K23536,GPT
K23537,NA GPT,4.05E-05,K23537,GPT
K23540,NA GPT,0,K23540,GPT
K23541,NA GPT,0,K23541,GPT
K23548,NA GPT,1.03E-05,K23548,GPT
K23551,NA GPT,0.000150244,K23551,GPT
K23552,NA GPT,0,K23552,GPT
K23555,NA GPT,1.39E-06,K23555,GPT
K23556,NA GPT,1.79E-05,K23556,GPT
K23557,NA GPT,0,K23557,GPT
K23559,NA GPT,1.12E-05,K23559,GPT
K23563,NA GPT,5.35E-05,K23563,GPT
K23565,NA GPT,0.000170737,K23565,GPT
KTFG534,NA GPT,0.000307126,KTFG534,GPT
KTGF118,NA GPT,0,KTGF118,GPT
KTGF120,NA GPT,0.000161085,KTGF120,GPT
KTGF122,NA GPT,0,KTGF122,GPT
KTGF124,NA GPT,0,KTGF124,GPT
KTGF125,NA GPT,6.67E-11,KTGF125,GPT
KTGF126,NA GPT,0,KTGF126,GPT
KTGF129,NA GPT,0,KTGF129,GPT
KTGF130,NA GPT,0.000164429,KTGF130,GPT
KTGF136,NA GPT,0,KTGF136,GPT
KTGF142,NA GPT,1.11E-05,KTGF142,GPT
KTGF143,NA GPT,1.42E-05,KTGF143,GPT
KTGF146,NA GPT,0,KTGF146,GPT
KTGF147,NA GPT,8.36E-06,KTGF147,GPT
KTGF148,NA GPT,7.76E-07,KTGF148,GPT
KTGF153,NA GPT,0,KTGF153,GPT
KTGF154,NA GPT,0.000193862,KTGF154,GPT
KTGF156,NA GPT,0.000859118,KTGF156,GPT
KTGF157,NA GPT,1.32E-07,KTGF157,GPT
KTGF158,NA GPT,3.51E-05,KTGF158,GPT
KTGF527,NA GPT,0,KTGF527,GPT
KTGF528,NA GPT,0,KTGF528,GPT
KTGF533,NA GPT,3.73E-05,KTGF533,GPT
KTGF540,NA GPT,1.04E-05,KTGF540,GPT
KTGF544,NA GPT,0.000768176,KTGF544,GPT
KTGF545,NA GPT,2.55E-05,KTGF545,GPT
KTGF549,NA GPT,6.07E-06,KTGF549,GPT
KTGF550,NA GPT,0,KTGF550,GPT
KTGF553,NA GPT,0.000141503,KTGF553,GPT
KTGF556,NA GPT,0.000446182,KTGF556,GPT
KTGF557,NA GPT,1.16E-05,KTGF557,GPT
KTGF561,NA GPT,0,KTGF561,GPT
KTGF562,NA GPT,0,KTGF562,GPT
KTGF565,NA GPT,5.81E-05,KTGF565,GPT
KTGF570,NA GPT,0,KTGF570,GPT
KTGF572,NA GPT,0,KTGF572,GPT
K23125,Need,0.005407944,K23125,LIWC
K23126,Need,0.026089506,K23126,LIWC
K23131,Need,0.009763054,K23131,LIWC
K23134,Need,0.000165936,K23134,LIWC
K23136,Need,0.004987389,K23136,LIWC
K23147,Need,7.56E-05,K23147,LIWC
K23148,Need,0.000543096,K23148,LIWC
K23503,Need,0.016087544,K23503,LIWC
K23507,Need,0.00151285,K23507,LIWC
K23509,Need,0.010583095,K23509,LIWC
K23532,Need,0.007082699,K23532,LIWC
K23540,Need,0.016052342,K23540,LIWC
K23548,Need,0.003007679,K23548,LIWC
K23565,Need,1.15E-06,K23565,LIWC
KTGF118,Need,0.001835981,KTGF118,LIWC
KTGF120,Need,0.003198362,KTGF120,LIWC
KTGF528,Need,0.000169992,KTGF528,LIWC
KTGF533,Need,0.000313371,KTGF533,LIWC
KTGF544,Need,0.013878166,KTGF544,LIWC
KTGF549,Need,0,KTGF549,LIWC
KTGF557,Need,0.003898279,KTGF557,LIWC
KTGF565,Need,8.89E-08,KTGF565,LIWC
K23101,NA VADER,0.000339332,K23101,VADER
K23106,NA VADER,4.90E-09,K23106,VADER
K23107,NA VADER,5.61E-06,K23107,VADER
K23109,NA VADER,0.000800363,K23109,VADER
K23115,NA VADER,3.39E-05,K23115,VADER
K23121,NA VADER,3.21E-05,K23121,VADER
K23125,NA VADER,2.58E-05,K23125,VADER
K23126,NA VADER,0.000475485,K23126,VADER
K23128,NA VADER,0,K23128,VADER
K23129,NA VADER,0.000169451,K23129,VADER
K23130,NA VADER,8.31E-07,K23130,VADER
K23131,NA VADER,0.001268333,K23131,VADER
K23133,NA VADER,0,K23133,VADER
K23134,NA VADER,2.40E-05,K23134,VADER
K23136,NA VADER,0,K23136,VADER
K23144,NA VADER,4.02E-05,K23144,VADER
K23145,NA VADER,6.00E-06,K23145,VADER
K23147,NA VADER,2.47E-07,K23147,VADER
K23148,NA VADER,1.51E-06,K23148,VADER
K23150,NA VADER,0.000194026,K23150,VADER
K23153,NA VADER,0,K23153,VADER
K23502,NA VADER,0.000104576,K23502,VADER
K23503,NA VADER,0,K23503,VADER
K23507,NA VADER,7.56E-05,K23507,VADER
K23508,NA VADER,0,K23508,VADER
K23509,NA VADER,0.00147895,K23509,VADER
K23510,NA VADER,3.33E-05,K23510,VADER
K23517,NA VADER,0.003669827,K23517,VADER
K23521,NA VADER,0.000123704,K23521,VADER
K23526,NA VADER,2.26E-05,K23526,VADER
K23529,NA VADER,6.41E-05,K23529,VADER
K23531,NA VADER,6.82E-09,K23531,VADER
K23532,NA VADER,0,K23532,VADER
K23536,NA VADER,4.11E-05,K23536,VADER
K23537,NA VADER,1.68E-07,K23537,VADER
K23540,NA VADER,6.66E-05,K23540,VADER
K23541,NA VADER,0,K23541,VADER
K23548,NA VADER,4.09E-05,K23548,VADER
K23552,NA VADER,4.85E-06,K23552,VADER
K23555,NA VADER,1.24E-07,K23555,VADER
K23556,NA VADER,0,K23556,VADER
K23557,NA VADER,0,K23557,VADER
K23559,NA VADER,1.43E-06,K23559,VADER
K23563,NA VADER,3.77E-05,K23563,VADER
K23565,NA VADER,0,K23565,VADER
KTFG534,NA VADER,2.00E-05,KTFG534,VADER
KTGF118,NA VADER,3.11E-08,KTGF118,VADER
KTGF120,NA VADER,9.01E-05,KTGF120,VADER
KTGF122,NA VADER,0.000524745,KTGF122,VADER
KTGF124,NA VADER,1.54E-05,KTGF124,VADER
KTGF125,NA VADER,4.84E-06,KTGF125,VADER
KTGF130,NA VADER,6.76E-05,KTGF130,VADER
KTGF142,NA VADER,0,KTGF142,VADER
KTGF143,NA VADER,5.82E-06,KTGF143,VADER
KTGF147,NA VADER,3.49E-05,KTGF147,VADER
KTGF148,NA VADER,2.30E-06,KTGF148,VADER
KTGF153,NA VADER,1.43E-06,KTGF153,VADER
KTGF154,NA VADER,1.26E-05,KTGF154,VADER
KTGF156,NA VADER,0.000166941,KTGF156,VADER
KTGF158,NA VADER,1.72E-05,KTGF158,VADER
KTGF527,NA VADER,0.000206754,KTGF527,VADER
KTGF528,NA VADER,0.0001743,KTGF528,VADER
KTGF533,NA VADER,3.54E-06,KTGF533,VADER
KTGF540,NA VADER,0,KTGF540,VADER
KTGF544,NA VADER,0.00013111,KTGF544,VADER
KTGF545,NA VADER,1.78E-05,KTGF545,VADER
KTGF549,NA VADER,0,KTGF549,VADER
KTGF550,NA VADER,0.000156011,KTGF550,VADER
KTGF553,NA VADER,2.98E-05,KTGF553,VADER
KTGF556,NA VADER,9.40E-05,KTGF556,VADER
KTGF557,NA VADER,2.72E-05,KTGF557,VADER
KTGF561,NA VADER,0.000176066,KTGF561,VADER
KTGF562,NA VADER,3.42E-05,KTGF562,VADER
KTGF565,NA VADER,0,KTGF565,VADER
KTGF572,NA VADER,0.000205858,KTGF572,VADER
K23101,Negations ,0.00143066,K23101,LIWC
K23104,Negations ,0.000486283,K23104,LIWC
K23106,Negations ,0.000741895,K23106,LIWC
K23114,Negations ,0.011136103,K23114,LIWC
K23122,Negations ,5.94E-05,K23122,LIWC
K23125,Negations ,0.002407891,K23125,LIWC
K23126,Negations ,0.000675443,K23126,LIWC
K23128,Negations ,0.002597027,K23128,LIWC
K23133,Negations ,4.80E-05,K23133,LIWC
K23134,Negations ,1.82E-09,K23134,LIWC
K23136,Negations ,4.74E-06,K23136,LIWC
K23142,Negations ,0.007201635,K23142,LIWC
K23145,Negations ,0.000258971,K23145,LIWC
K23147,Negations ,0,K23147,LIWC
K23153,Negations ,0,K23153,LIWC
K23502,Negations ,0.017437163,K23502,LIWC
K23509,Negations ,0.007673863,K23509,LIWC
K23510,Negations ,0.002991295,K23510,LIWC
K23517,Negations ,0.033452267,K23517,LIWC
K23521,Negations ,0.004414541,K23521,LIWC
K23529,Negations ,0,K23529,LIWC
K23532,Negations ,0,K23532,LIWC
K23536,Negations ,0.000736518,K23536,LIWC
K23537,Negations ,0.000210653,K23537,LIWC
K23540,Negations ,0,K23540,LIWC
K23541,Negations ,0.000832905,K23541,LIWC
K23548,Negations ,0.002063959,K23548,LIWC
K23551,Negations ,0,K23551,LIWC
K23552,Negations ,0.011425309,K23552,LIWC
K23555,Negations ,0,K23555,LIWC
K23557,Negations ,0.000155373,K23557,LIWC
K23563,Negations ,1.31E-05,K23563,LIWC
K23565,Negations ,0.002917861,K23565,LIWC
KTFG534,Negations ,0.000234047,KTFG534,LIWC
KTGF118,Negations ,0.000219966,KTGF118,LIWC
KTGF120,Negations ,0,KTGF120,LIWC
KTGF124,Negations ,0.00194891,KTGF124,LIWC
KTGF125,Negations ,0.001014664,KTGF125,LIWC
KTGF126,Negations ,0.004849052,KTGF126,LIWC
KTGF129,Negations ,0.003023041,KTGF129,LIWC
KTGF130,Negations ,0.003864791,KTGF130,LIWC
KTGF142,Negations ,2.64E-06,KTGF142,LIWC
KTGF143,Negations ,0.003641885,KTGF143,LIWC
KTGF146,Negations ,0,KTGF146,LIWC
KTGF147,Negations ,0.021848252,KTGF147,LIWC
KTGF148,Negations ,4.29E-05,KTGF148,LIWC
KTGF156,Negations ,5.62E-05,KTGF156,LIWC
KTGF158,Negations ,1.82E-05,KTGF158,LIWC
KTGF527,Negations ,1.17E-06,KTGF527,LIWC
KTGF528,Negations ,0,KTGF528,LIWC
KTGF544,Negations ,0.001351415,KTGF544,LIWC
KTGF545,Negations ,0.00103376,KTGF545,LIWC
KTGF549,Negations ,0,KTGF549,LIWC
KTGF553,Negations ,7.43E-05,KTGF553,LIWC
KTGF556,Negations ,0.000333554,KTGF556,LIWC
KTGF561,Negations ,0.00412694,KTGF561,LIWC
KTGF562,Negations ,0.000276129,KTGF562,LIWC
KTGF565,Negations ,0.002508403,KTGF565,LIWC
K23101,Nervous GPT,0.001438412,K23101,GPT
K23104,Nervous GPT,6.35E-05,K23104,GPT
K23106,Nervous GPT,6.49E-05,K23106,GPT
K23107,Nervous GPT,0.000247794,K23107,GPT
K23109,Nervous GPT,0,K23109,GPT
K23114,Nervous GPT,3.14E-05,K23114,GPT
K23115,Nervous GPT,0.000150484,K23115,GPT
K23117,Nervous GPT,0.000543501,K23117,GPT
K23120,Nervous GPT,0.000240003,K23120,GPT
K23121,Nervous GPT,5.79E-19,K23121,GPT
K23122,Nervous GPT,0.000794613,K23122,GPT
K23125,Nervous GPT,0.003148434,K23125,GPT
K23126,Nervous GPT,0.001655385,K23126,GPT
K23128,Nervous GPT,0,K23128,GPT
K23129,Nervous GPT,7.43E-05,K23129,GPT
K23130,Nervous GPT,0,K23130,GPT
K23131,Nervous GPT,0.001831338,K23131,GPT
K23133,Nervous GPT,0.000724012,K23133,GPT
K23134,Nervous GPT,0.000711384,K23134,GPT
K23136,Nervous GPT,0.001825153,K23136,GPT
K23142,Nervous GPT,0.000736198,K23142,GPT
K23143,Nervous GPT,0.001184174,K23143,GPT
K23144,Nervous GPT,0.000160153,K23144,GPT
K23145,Nervous GPT,0.006411469,K23145,GPT
K23147,Nervous GPT,0,K23147,GPT
K23148,Nervous GPT,0.001001645,K23148,GPT
K23150,Nervous GPT,0.001155997,K23150,GPT
K23153,Nervous GPT,0.001706653,K23153,GPT
K23156,Nervous GPT,2.81E-19,K23156,GPT
K23502,Nervous GPT,0.007127257,K23502,GPT
K23503,Nervous GPT,0.000310576,K23503,GPT
K23507,Nervous GPT,1.66E-05,K23507,GPT
K23508,Nervous GPT,0.001618187,K23508,GPT
K23509,Nervous GPT,0.000381448,K23509,GPT
K23510,Nervous GPT,0.00030982,K23510,GPT
K23517,Nervous GPT,0.004698974,K23517,GPT
K23521,Nervous GPT,0.000679447,K23521,GPT
K23526,Nervous GPT,2.93E-05,K23526,GPT
K23529,Nervous GPT,4.43E-05,K23529,GPT
K23531,Nervous GPT,0.000102749,K23531,GPT
K23532,Nervous GPT,0.003055453,K23532,GPT
K23533,Nervous GPT,0.000342447,K23533,GPT
K23536,Nervous GPT,0.001007292,K23536,GPT
K23537,Nervous GPT,0.000168493,K23537,GPT
K23540,Nervous GPT,0.003275242,K23540,GPT
K23541,Nervous GPT,0.001659289,K23541,GPT
K23548,Nervous GPT,5.39E-05,K23548,GPT
K23551,Nervous GPT,0.00029363,K23551,GPT
K23552,Nervous GPT,0.003181087,K23552,GPT
K23555,Nervous GPT,0.000188691,K23555,GPT
K23556,Nervous GPT,0,K23556,GPT
K23557,Nervous GPT,2.26E-09,K23557,GPT
K23559,Nervous GPT,0.000226962,K23559,GPT
K23563,Nervous GPT,0,K23563,GPT
K23565,Nervous GPT,0.000201196,K23565,GPT
KTFG534,Nervous GPT,0.000390223,KTFG534,GPT
KTGF118,Nervous GPT,0.001065333,KTGF118,GPT
KTGF120,Nervous GPT,5.27E-05,KTGF120,GPT
KTGF122,Nervous GPT,0.001145018,KTGF122,GPT
KTGF124,Nervous GPT,0.001601323,KTGF124,GPT
KTGF125,Nervous GPT,0.000605325,KTGF125,GPT
KTGF126,Nervous GPT,0.001399491,KTGF126,GPT
KTGF129,Nervous GPT,0.000920963,KTGF129,GPT
KTGF130,Nervous GPT,0.003398771,KTGF130,GPT
KTGF136,Nervous GPT,0.000140803,KTGF136,GPT
KTGF142,Nervous GPT,2.74E-06,KTGF142,GPT
KTGF143,Nervous GPT,8.28E-06,KTGF143,GPT
KTGF146,Nervous GPT,0.001437659,KTGF146,GPT
KTGF147,Nervous GPT,0.000677019,KTGF147,GPT
KTGF148,Nervous GPT,0.000382519,KTGF148,GPT
KTGF153,Nervous GPT,2.22E-05,KTGF153,GPT
KTGF154,Nervous GPT,0.001185927,KTGF154,GPT
KTGF156,Nervous GPT,0.002185951,KTGF156,GPT
KTGF157,Nervous GPT,7.62E-06,KTGF157,GPT
KTGF158,Nervous GPT,0.000765161,KTGF158,GPT
KTGF527,Nervous GPT,0.002477507,KTGF527,GPT
KTGF528,Nervous GPT,0,KTGF528,GPT
KTGF533,Nervous GPT,8.08E-05,KTGF533,GPT
KTGF540,Nervous GPT,4.16E-05,KTGF540,GPT
KTGF544,Nervous GPT,0.001540699,KTGF544,GPT
KTGF545,Nervous GPT,0.000183389,KTGF545,GPT
KTGF549,Nervous GPT,0,KTGF549,GPT
KTGF550,Nervous GPT,4.94E-06,KTGF550,GPT
KTGF553,Nervous GPT,0.000572149,KTGF553,GPT
KTGF556,Nervous GPT,0.000219321,KTGF556,GPT
KTGF557,Nervous GPT,0.002312195,KTGF557,GPT
KTGF561,Nervous GPT,0.001486293,KTGF561,GPT
KTGF562,Nervous GPT,0.001600086,KTGF562,GPT
KTGF565,Nervous GPT,0.00083974,KTGF565,GPT
KTGF570,Nervous GPT,0.00070597,KTGF570,GPT
KTGF572,Nervous GPT,0.000949495,KTGF572,GPT
K23101,Neutral ,1.25E-09,K23101,VADER
K23106,Neutral ,3.14E-07,K23106,VADER
K23107,Neutral ,1.16E-05,K23107,VADER
K23109,Neutral ,5.59E-05,K23109,VADER
K23114,Neutral ,0,K23114,VADER
K23115,Neutral ,4.34E-06,K23115,VADER
K23117,Neutral ,4.58E-05,K23117,VADER
K23120,Neutral ,0.000311359,K23120,VADER
K23121,Neutral ,7.89E-06,K23121,VADER
K23122,Neutral ,4.43E-05,K23122,VADER
K23125,Neutral ,0,K23125,VADER
K23126,Neutral ,9.15E-09,K23126,VADER
K23128,Neutral ,0,K23128,VADER
K23129,Neutral ,0,K23129,VADER
K23130,Neutral ,0,K23130,VADER
K23131,Neutral ,0.000340179,K23131,VADER
K23133,Neutral ,0,K23133,VADER
K23134,Neutral ,0.000143475,K23134,VADER
K23136,Neutral ,3.17E-05,K23136,VADER
K23143,Neutral ,5.24E-06,K23143,VADER
K23144,Neutral ,0.000530957,K23144,VADER
K23145,Neutral ,5.07E-05,K23145,VADER
K23147,Neutral ,0,K23147,VADER
K23148,Neutral ,0,K23148,VADER
K23150,Neutral ,0,K23150,VADER
K23153,Neutral ,9.55E-05,K23153,VADER
K23502,Neutral ,1.10E-05,K23502,VADER
K23503,Neutral ,0,K23503,VADER
K23507,Neutral ,0.000105177,K23507,VADER
K23508,Neutral ,2.10E-06,K23508,VADER
K23509,Neutral ,0,K23509,VADER
K23510,Neutral ,0.000558758,K23510,VADER
K23517,Neutral ,0.00036993,K23517,VADER
K23521,Neutral ,0.00025183,K23521,VADER
K23526,Neutral ,0.000135457,K23526,VADER
K23529,Neutral ,3.09E-05,K23529,VADER
K23531,Neutral ,0,K23531,VADER
K23532,Neutral ,1.28E-07,K23532,VADER
K23533,Neutral ,3.42E-05,K23533,VADER
K23536,Neutral ,5.96E-05,K23536,VADER
K23537,Neutral ,0.000184226,K23537,VADER
K23540,Neutral ,0.000217403,K23540,VADER
K23541,Neutral ,0.000150813,K23541,VADER
K23548,Neutral ,2.04E-05,K23548,VADER
K23551,Neutral ,6.75E-06,K23551,VADER
K23552,Neutral ,0.000403721,K23552,VADER
K23555,Neutral ,0.00010359,K23555,VADER
K23556,Neutral ,2.11E-05,K23556,VADER
K23557,Neutral ,0,K23557,VADER
K23559,Neutral ,0.000127681,K23559,VADER
K23563,Neutral ,1.86E-05,K23563,VADER
K23565,Neutral ,8.16E-05,K23565,VADER
KTFG534,Neutral ,1.67E-07,KTFG534,VADER
KTGF118,Neutral ,9.63E-05,KTGF118,VADER
KTGF120,Neutral ,4.84E-05,KTGF120,VADER
KTGF122,Neutral ,7.07E-06,KTGF122,VADER
KTGF124,Neutral ,9.41E-07,KTGF124,VADER
KTGF125,Neutral ,7.80E-07,KTGF125,VADER
KTGF130,Neutral ,5.30E-05,KTGF130,VADER
KTGF136,Neutral ,5.29E-06,KTGF136,VADER
KTGF142,Neutral ,6.45E-05,KTGF142,VADER
KTGF143,Neutral ,4.71E-06,KTGF143,VADER
KTGF146,Neutral ,0,KTGF146,VADER
KTGF147,Neutral ,5.74E-07,KTGF147,VADER
KTGF148,Neutral ,1.38E-07,KTGF148,VADER
KTGF153,Neutral ,2.47E-07,KTGF153,VADER
KTGF154,Neutral ,0.000469138,KTGF154,VADER
KTGF156,Neutral ,7.35E-05,KTGF156,VADER
KTGF157,Neutral ,1.74E-05,KTGF157,VADER
KTGF158,Neutral ,0,KTGF158,VADER
KTGF527,Neutral ,8.94E-07,KTGF527,VADER
KTGF528,Neutral ,1.32E-05,KTGF528,VADER
KTGF533,Neutral ,1.49E-08,KTGF533,VADER
KTGF540,Neutral ,0,KTGF540,VADER
KTGF544,Neutral ,2.88E-05,KTGF544,VADER
KTGF545,Neutral ,5.88E-06,KTGF545,VADER
KTGF549,Neutral ,0,KTGF549,VADER
KTGF550,Neutral ,5.99E-06,KTGF550,VADER
KTGF553,Neutral ,3.03E-08,KTGF553,VADER
KTGF556,Neutral ,2.42E-05,KTGF556,VADER
KTGF557,Neutral ,0.000115961,KTGF557,VADER
KTGF561,Neutral ,2.86E-09,KTGF561,VADER
KTGF562,Neutral ,0.00025349,KTGF562,VADER
KTGF565,Neutral ,3.09E-05,KTGF565,VADER
KTGF570,Neutral ,0,KTGF570,VADER
KTGF572,Neutral ,6.10E-05,KTGF572,VADER
K23133,number,0.000828218,K23133,VADER
K23134,number,0.002219652,K23134,VADER
K23147,number,0.0046744,K23147,VADER
K23153,number,0.003146569,K23153,VADER
KTGF142,number,0.010143002,KTGF142,VADER
KTGF527,number,0.003833849,KTGF527,VADER
KTGF540,number,0,KTGF540,VADER
KTGF545,number,0.001861036,KTGF545,VADER
K23128,OtherP,0.001232289,K23128,VADER
K23147,OtherP,2.43E-05,K23147,VADER
KTGF143,OtherP,0.000165657,KTGF143,VADER
K23101,PA GPT,0,K23101,GPT
K23104,PA GPT,0,K23104,GPT
K23106,PA GPT,0,K23106,GPT
K23107,PA GPT,0,K23107,GPT
K23109,PA GPT,3.90E-06,K23109,GPT
K23114,PA GPT,0.000499416,K23114,GPT
K23115,PA GPT,0,K23115,GPT
K23117,PA GPT,7.79E-05,K23117,GPT
K23120,PA GPT,6.82E-05,K23120,GPT
K23121,PA GPT,0,K23121,GPT
K23122,PA GPT,0,K23122,GPT
K23125,PA GPT,4.03E-05,K23125,GPT
K23126,PA GPT,2.60E-05,K23126,GPT
K23128,PA GPT,0,K23128,GPT
K23129,PA GPT,0.0003006,K23129,GPT
K23130,PA GPT,0,K23130,GPT
K23131,PA GPT,0.000145565,K23131,GPT
K23133,PA GPT,0,K23133,GPT
K23134,PA GPT,2.75E-05,K23134,GPT
K23136,PA GPT,0.000133452,K23136,GPT
K23142,PA GPT,0,K23142,GPT
K23143,PA GPT,0,K23143,GPT
K23144,PA GPT,0.000177136,K23144,GPT
K23145,PA GPT,0.000563936,K23145,GPT
K23147,PA GPT,0.000140403,K23147,GPT
K23148,PA GPT,0,K23148,GPT
K23150,PA GPT,8.15E-06,K23150,GPT
K23153,PA GPT,0,K23153,GPT
K23156,PA GPT,7.65E-05,K23156,GPT
K23502,PA GPT,0,K23502,GPT
K23503,PA GPT,4.40E-05,K23503,GPT
K23507,PA GPT,0,K23507,GPT
K23508,PA GPT,0,K23508,GPT
K23509,PA GPT,1.12E-10,K23509,GPT
K23510,PA GPT,1.48E-10,K23510,GPT
K23517,PA GPT,0,K23517,GPT
K23521,PA GPT,0.000691172,K23521,GPT
K23526,PA GPT,0,K23526,GPT
K23529,PA GPT,2.23E-05,K23529,GPT
K23531,PA GPT,0,K23531,GPT
K23532,PA GPT,0.000869356,K23532,GPT
K23533,PA GPT,0,K23533,GPT
K23536,PA GPT,0,K23536,GPT
K23537,PA GPT,0.000138629,K23537,GPT
K23540,PA GPT,0,K23540,GPT
K23541,PA GPT,0,K23541,GPT
K23548,PA GPT,0,K23548,GPT
K23551,PA GPT,0,K23551,GPT
K23552,PA GPT,0,K23552,GPT
K23555,PA GPT,3.99E-06,K23555,GPT
K23556,PA GPT,0,K23556,GPT
K23557,PA GPT,0,K23557,GPT
K23559,PA GPT,0,K23559,GPT
K23563,PA GPT,0,K23563,GPT
K23565,PA GPT,0.000316679,K23565,GPT
KTFG534,PA GPT,1.22E-06,KTFG534,GPT
KTGF118,PA GPT,3.07E-06,KTGF118,GPT
KTGF120,PA GPT,0,KTGF120,GPT
KTGF122,PA GPT,8.92E-08,KTGF122,GPT
KTGF124,PA GPT,6.53E-05,KTGF124,GPT
KTGF125,PA GPT,0,KTGF125,GPT
KTGF126,PA GPT,7.06E-05,KTGF126,GPT
KTGF129,PA GPT,0.000180004,KTGF129,GPT
KTGF130,PA GPT,0.001642185,KTGF130,GPT
KTGF136,PA GPT,0,KTGF136,GPT
KTGF142,PA GPT,0,KTGF142,GPT
KTGF143,PA GPT,0,KTGF143,GPT
KTGF146,PA GPT,0,KTGF146,GPT
KTGF147,PA GPT,0,KTGF147,GPT
KTGF148,PA GPT,0,KTGF148,GPT
KTGF153,PA GPT,4.37E-05,KTGF153,GPT
KTGF154,PA GPT,1.52E-05,KTGF154,GPT
KTGF156,PA GPT,0.00023972,KTGF156,GPT
KTGF157,PA GPT,0,KTGF157,GPT
KTGF158,PA GPT,0,KTGF158,GPT
KTGF527,PA GPT,0.000129797,KTGF527,GPT
KTGF528,PA GPT,0,KTGF528,GPT
KTGF533,PA GPT,2.96E-17,KTGF533,GPT
KTGF540,PA GPT,0,KTGF540,GPT
KTGF544,PA GPT,0.000590762,KTGF544,GPT
KTGF545,PA GPT,3.05E-05,KTGF545,GPT
KTGF549,PA GPT,0.000565628,KTGF549,GPT
KTGF550,PA GPT,0,KTGF550,GPT
KTGF553,PA GPT,0.000265124,KTGF553,GPT
KTGF556,PA GPT,2.73E-06,KTGF556,GPT
KTGF557,PA GPT,2.37E-08,KTGF557,GPT
KTGF561,PA GPT,0,KTGF561,GPT
KTGF562,PA GPT,0.000396567,KTGF562,GPT
KTGF565,PA GPT,0,KTGF565,GPT
KTGF570,PA GPT,6.07E-05,KTGF570,GPT
KTGF572,PA GPT,0,KTGF572,GPT
K23101,Perception,0.012626303,K23101,LIWC
K23104,Perception,0.015138025,K23104,LIWC
K23106,Perception,0,K23106,LIWC
K23107,Perception,0.002679086,K23107,LIWC
K23109,Perception,0.003190127,K23109,LIWC
K23114,Perception,0.034444173,K23114,LIWC
K23115,Perception,0.001023959,K23115,LIWC
